part,severity,damage_type,coverage_percent,cost
back_door,minor,dent,17.7,3509
back_light,moderate,dent,12.8,2165
back_bumper,moderate,tire flat,16.2,3789
back_glass,minor,crack,9.17,5875
back_door,minor,dent,21.35,3929
back_light,minor,crack,14.96,1777
back_door,minor,glass shatter,24.05,9496
back_glass,moderate,dent,11.7,8931
front_glass,minor,crack,24.78,9138
hood,moderate,lamp broken,15.43,16795
front_door,severe,tire flat,1.07,7392
front_glass,moderate,dent,7.72,10473
back_bumper,moderate,scratch,1.54,1765
front_glass,minor,glass shatter,16.06,19911
hood,moderate,dent,20.03,7740
front_glass,moderate,scratch,10.81,4863
front_bumper,moderate,crack,2.16,5919
hood,moderate,lamp broken,7.67,13218
front_bumper,minor,dent,15.42,3344
front_bumper,minor,crack,19.91,3519
hood,moderate,tire flat,2.69,5770
back_glass,minor,lamp broken,3.13,8797
hood,moderate,tire flat,8.61,7004
back_light,minor,dent,1.24,1546
back_glass,minor,lamp broken,15.04,9759
back_light,severe,glass shatter,1.09,8759
back_door,minor,scratch,3.86,1653
back_door,severe,dent,1.41,8735
back_glass,severe,scratch,17.51,6505
front_door,minor,tire flat,10.75,3143
front_glass,severe,scratch,23.41,7832
hood,moderate,dent,15.56,8422
front_glass,minor,tire flat,5.94,5125
hood,minor,crack,22.1,5860
back_light,moderate,crack,8.88,2791
back_light,moderate,dent,6.59,2205
back_bumper,minor,crack,7.87,3128
back_light,minor,scratch,24.48,632
front_light,minor,glass shatter,5.42,4413
hood,moderate,scratch,4.2,3869
front_bumper,minor,tire flat,9.13,2057
hood,minor,lamp broken,6.31,9017
back_bumper,severe,lamp broken,13.27,12167
hood,moderate,glass shatter,14.1,21698
front_bumper,minor,lamp broken,22.77,5634
hood,minor,glass shatter,13.03,11568
front_light,moderate,dent,8.89,3080
front_door,moderate,tire flat,10.33,5833
front_glass,minor,dent,4.82,6236
back_light,moderate,glass shatter,9.89,6535
back_glass,moderate,dent,2.55,7495
front_glass,minor,crack,5.57,7935
front_door,severe,tire flat,15.35,8035
back_door,minor,dent,24.23,4232
front_light,minor,dent,12.23,1768
front_light,severe,lamp broken,8.42,7719
front_light,minor,glass shatter,22.98,4491
back_door,minor,scratch,1.75,1785
hood,moderate,dent,2.93,8042
back_light,minor,lamp broken,15.78,2707
back_door,moderate,glass shatter,20.85,17860
front_light,moderate,tire flat,12.99,2458
front_bumper,minor,dent,1.51,2925
back_light,minor,dent,21.02,1395
back_glass,minor,dent,9.42,5470
back_door,minor,tire flat,3.32,2652
back_light,moderate,glass shatter,20.11,7185
back_light,severe,glass shatter,24.58,10287
hood,moderate,scratch,5.89,3191
front_door,minor,lamp broken,4.11,7293
front_door,moderate,tire flat,12.54,5151
back_door,minor,glass shatter,23.67,10722
front_door,minor,crack,5.4,5112
back_light,minor,tire flat,23.52,1140
front_glass,minor,glass shatter,6.41,17266
front_glass,moderate,tire flat,20.76,8496
back_door,moderate,dent,3.85,6766
back_light,moderate,dent,14.01,2485
front_light,moderate,glass shatter,11.47,7933
back_glass,moderate,lamp broken,8.69,15736
front_glass,minor,crack,14.77,8291
front_light,minor,dent,12.57,1809
back_light,minor,dent,3.8,1239
front_light,moderate,lamp broken,22.71,5748
hood,minor,dent,11.88,4406
back_glass,minor,tire flat,1.08,4098
back_light,moderate,crack,17.39,2883
back_glass,minor,tire flat,4.0,3702
back_glass,severe,lamp broken,12.25,26781
front_door,severe,dent,12.65,10461
front_door,moderate,tire flat,2.33,5538
front_door,severe,glass shatter,12.98,25844
front_bumper,minor,glass shatter,24.13,7990
back_light,moderate,glass shatter,13.96,6457
front_glass,moderate,lamp broken,11.83,23188
back_glass,moderate,lamp broken,24.25,17090
back_door,minor,lamp broken,9.89,5910
back_glass,moderate,glass shatter,23.04,25336
front_bumper,minor,crack,11.07,3550
front_light,minor,dent,21.88,1659
hood,minor,scratch,5.86,2012
back_light,minor,lamp broken,19.29,2378
front_door,moderate,crack,12.83,8615
front_bumper,minor,dent,5.67,3020
back_door,minor,lamp broken,16.22,7002
hood,minor,crack,21.8,6257
back_bumper,minor,crack,10.54,2865
hood,moderate,lamp broken,14.03,14617
front_bumper,moderate,dent,11.13,4746
back_bumper,minor,tire flat,15.17,2126
back_glass,minor,crack,20.14,6077
front_light,minor,lamp broken,23.2,3589
front_glass,minor,scratch,9.79,3030
back_bumper,severe,tire flat,3.26,5843
front_bumper,minor,dent,12.42,2820
hood,minor,scratch,13.82,2410
back_door,moderate,tire flat,15.61,4554
front_door,minor,dent,8.69,4386
front_glass,minor,lamp broken,17.05,13545
back_door,minor,dent,2.47,3221
front_door,minor,glass shatter,2.84,10201
front_door,severe,lamp broken,18.62,18942
front_glass,moderate,glass shatter,23.42,29799
back_glass,severe,glass shatter,1.53,30204
front_light,minor,crack,14.32,2264
front_light,minor,tire flat,12.73,1446
front_light,moderate,crack,21.85,3410
back_door,moderate,scratch,9.76,2937
back_glass,minor,tire flat,5.3,4029
front_light,severe,scratch,18.21,2405
back_glass,minor,glass shatter,6.55,14103
back_door,moderate,tire flat,6.73,4444
back_bumper,moderate,tire flat,8.67,3432
back_light,minor,lamp broken,11.21,2362
back_door,minor,glass shatter,20.13,11194
front_light,moderate,scratch,23.5,1240
front_light,moderate,dent,9.17,3011
back_bumper,moderate,glass shatter,7.81,10525
front_bumper,moderate,lamp broken,20.5,9674
front_light,moderate,lamp broken,10.36,5004
hood,minor,dent,16.81,5090
front_bumper,minor,lamp broken,24.92,5622
back_light,moderate,lamp broken,15.44,4185
back_light,minor,lamp broken,6.48,2373
back_door,moderate,dent,10.27,6608
front_bumper,moderate,crack,7.25,5551
back_bumper,minor,lamp broken,24.82,4751
front_glass,minor,dent,24.25,8052
back_bumper,moderate,lamp broken,22.65,8735
front_light,moderate,dent,7.81,2699
front_bumper,minor,lamp broken,1.09,5393
front_glass,minor,scratch,15.96,3331
front_glass,severe,crack,16.64,22059
back_bumper,severe,glass shatter,21.49,18036
front_bumper,minor,glass shatter,21.39,7181
back_door,moderate,scratch,4.29,2869
front_door,minor,scratch,16.14,1906
front_bumper,minor,dent,12.57,2707
back_glass,minor,scratch,20.23,2693
back_light,minor,lamp broken,3.53,2274
back_light,severe,lamp broken,15.2,7291
back_door,moderate,tire flat,2.41,4807
hood,minor,lamp broken,22.75,9286
front_light,minor,dent,10.16,1816
front_bumper,minor,tire flat,2.34,1953
hood,moderate,crack,6.47,9497
back_bumper,moderate,dent,15.45,3942
hood,moderate,crack,15.24,11174
front_door,minor,crack,7.45,4796
hood,minor,lamp broken,19.66,8085
back_door,severe,scratch,16.74,4807
hood,moderate,lamp broken,21.56,15286
front_bumper,moderate,lamp broken,4.01,9157
back_glass,moderate,glass shatter,12.82,22821
front_glass,minor,glass shatter,7.84,17209
front_glass,minor,scratch,3.32,3123
front_light,minor,dent,13.34,1566
front_glass,minor,tire flat,4.62,4879
back_bumper,moderate,lamp broken,21.3,7912
front_glass,severe,glass shatter,8.56,49867
back_light,moderate,glass shatter,21.74,5909
front_door,minor,tire flat,21.11,2991
back_light,minor,crack,11.12,1737
hood,minor,glass shatter,9.11,12995
hood,minor,scratch,22.18,2063
hood,moderate,glass shatter,10.07,19439
back_light,minor,tire flat,3.7,1172
front_bumper,moderate,crack,3.48,5236
front_glass,moderate,crack,23.0,15888
front_door,moderate,lamp broken,5.39,13159
front_door,severe,scratch,14.46,4478
back_door,severe,dent,20.4,10053
back_glass,minor,dent,24.7,6206
back_door,moderate,glass shatter,1.84,15331
front_bumper,moderate,glass shatter,8.38,12350
back_bumper,minor,tire flat,15.76,2040
front_door,minor,crack,9.79,5403
front_door,moderate,dent,19.99,7819
front_bumper,minor,dent,14.1,2831
front_bumper,severe,scratch,20.02,3372
back_light,minor,dent,10.26,1522
front_door,moderate,dent,11.87,6587
front_glass,minor,glass shatter,3.95,18100
back_glass,minor,dent,21.41,5507
back_glass,minor,scratch,16.49,2375
back_light,minor,scratch,22.08,760
front_bumper,minor,scratch,13.73,1399
hood,moderate,scratch,9.28,3979
back_bumper,minor,glass shatter,23.87,7452
back_door,severe,lamp broken,10.09,18119
back_glass,minor,tire flat,11.38,3783
front_light,moderate,dent,6.79,2842
back_glass,minor,dent,10.51,4939
front_door,moderate,dent,5.01,7304
front_light,moderate,scratch,5.08,1309
back_door,minor,lamp broken,24.78,6838
back_glass,minor,glass shatter,24.38,13385
front_glass,moderate,dent,24.62,13755
front_door,minor,lamp broken,7.0,7797
back_door,minor,crack,15.13,4428
hood,severe,scratch,8.66,5502
back_glass,minor,glass shatter,7.37,13231
back_door,moderate,glass shatter,21.69,18510
back_glass,minor,crack,15.24,6102
back_bumper,moderate,tire flat,16.57,3455
back_glass,severe,scratch,18.02,5905
front_light,minor,glass shatter,6.75,3895
hood,moderate,crack,9.71,9555
back_light,severe,dent,20.12,4078
front_glass,minor,tire flat,11.29,4940
front_glass,minor,glass shatter,19.38,19094
front_glass,moderate,dent,4.57,12382
front_bumper,moderate,dent,7.14,4414
front_light,moderate,scratch,4.58,1299
back_door,minor,dent,21.52,4393
front_glass,moderate,dent,16.27,10557
back_light,minor,crack,24.9,1817
back_glass,moderate,scratch,12.8,3731
back_door,minor,lamp broken,7.03,7252
back_bumper,minor,scratch,19.08,1202
front_door,minor,scratch,22.66,1883
back_glass,moderate,scratch,14.45,3775
back_glass,minor,scratch,22.83,2596
front_light,moderate,lamp broken,4.47,5166
back_light,moderate,tire flat,3.39,1829
back_light,moderate,dent,11.48,2222
back_bumper,minor,crack,10.39,2914
back_glass,moderate,tire flat,23.4,7160
front_door,minor,tire flat,21.84,3200
front_door,moderate,crack,20.55,9510
front_glass,minor,dent,23.91,7227
front_bumper,minor,tire flat,14.99,2550
back_glass,minor,glass shatter,21.28,12978
back_bumper,minor,crack,24.82,3240
front_door,minor,glass shatter,23.33,10345
back_door,minor,lamp broken,10.85,7012
hood,minor,scratch,6.79,1901
front_glass,minor,lamp broken,19.84,14344
front_bumper,severe,tire flat,23.97,5976
front_door,moderate,scratch,19.85,3041
front_glass,moderate,dent,17.88,12313
front_light,minor,tire flat,22.68,1428
front_bumper,minor,glass shatter,8.18,8197
back_door,minor,glass shatter,9.38,8645
front_light,minor,dent,12.26,1581
front_light,minor,glass shatter,13.88,4541
front_bumper,minor,lamp broken,24.3,6062
front_bumper,minor,tire flat,22.93,2423
back_light,moderate,tire flat,11.94,1917
back_light,minor,glass shatter,18.59,3958
back_bumper,severe,scratch,15.13,3504
back_door,minor,crack,16.88,4584
front_light,minor,dent,8.85,1704
front_light,moderate,lamp broken,16.53,5714
front_light,minor,lamp broken,2.0,2828
back_bumper,moderate,crack,24.42,5950
hood,moderate,lamp broken,18.87,15219
front_bumper,minor,dent,1.04,2729
back_light,minor,lamp broken,19.05,2796
front_light,moderate,lamp broken,17.51,5416
back_light,minor,scratch,1.39,653
front_door,severe,dent,5.34,11400
back_glass,minor,tire flat,2.1,3609
front_bumper,moderate,glass shatter,18.41,13250
back_light,moderate,lamp broken,19.91,4832
front_bumper,moderate,glass shatter,12.91,13636
back_light,severe,crack,11.84,4301
hood,moderate,dent,9.44,8685
hood,severe,tire flat,3.43,11103
back_glass,minor,lamp broken,19.26,10331
front_glass,minor,lamp broken,20.67,12033
front_door,minor,lamp broken,5.82,6379
front_bumper,severe,tire flat,21.7,6555
front_light,moderate,crack,18.58,3715
back_door,minor,scratch,21.82,1953
front_bumper,minor,lamp broken,14.3,5285
back_door,moderate,glass shatter,9.05,15087
front_light,moderate,lamp broken,13.5,5372
front_glass,minor,scratch,6.88,3051
hood,minor,crack,5.51,6320
back_bumper,minor,scratch,18.28,1128
front_light,severe,crack,22.87,6029
front_bumper,moderate,crack,9.09,5382
back_bumper,moderate,glass shatter,12.69,11922
front_glass,moderate,dent,18.04,12666
front_light,moderate,tire flat,7.4,2191
front_bumper,moderate,scratch,1.98,2185
back_light,minor,glass shatter,13.8,4168
front_glass,minor,dent,23.71,7191
back_light,minor,crack,3.13,1600
back_glass,minor,glass shatter,16.77,14072
hood,moderate,tire flat,10.58,6633
hood,minor,tire flat,19.15,3966
front_glass,minor,scratch,14.12,3219
front_door,moderate,lamp broken,9.83,11414
front_glass,minor,scratch,18.18,2973
back_door,minor,scratch,20.72,1652
back_light,minor,glass shatter,15.95,3830
back_light,minor,crack,20.6,1693
front_bumper,minor,dent,24.76,3031
front_glass,minor,crack,14.27,8759
hood,minor,dent,13.37,4680
back_glass,minor,tire flat,22.22,4094
front_bumper,moderate,scratch,12.75,2197
back_bumper,minor,tire flat,8.43,2090
front_door,severe,scratch,12.66,4520
back_light,minor,scratch,12.19,681
front_light,minor,lamp broken,11.97,3459
front_bumper,severe,glass shatter,17.83,20307
back_glass,moderate,crack,21.83,11043
back_light,moderate,dent,13.64,2273
back_light,minor,lamp broken,3.71,2412
hood,minor,crack,12.01,5914
back_bumper,minor,crack,8.02,2848
back_glass,minor,crack,7.54,6901
front_bumper,minor,scratch,20.94,1324
front_bumper,minor,tire flat,2.94,2355
front_glass,minor,dent,11.59,6602
back_bumper,moderate,glass shatter,21.43,11295
back_glass,minor,glass shatter,21.23,14043
back_door,minor,lamp broken,22.47,7370
back_glass,minor,glass shatter,9.52,14336
front_door,minor,glass shatter,20.56,9683
back_glass,minor,tire flat,15.16,4624
back_bumper,minor,crack,23.11,3168
back_glass,minor,tire flat,16.35,4657
front_bumper,minor,lamp broken,11.65,4595
back_glass,minor,lamp broken,4.39,8551
front_door,minor,lamp broken,17.82,7255
front_door,severe,lamp broken,9.62,19566
front_bumper,moderate,tire flat,18.21,3985
hood,minor,lamp broken,1.09,8772
front_door,moderate,crack,8.83,8050
back_glass,moderate,tire flat,21.23,7842
back_glass,severe,crack,1.2,15140
back_bumper,severe,glass shatter,24.28,17794
hood,moderate,crack,4.73,10226
front_light,moderate,tire flat,3.62,2310
front_door,minor,tire flat,8.65,2821
back_glass,minor,dent,11.36,5727
front_glass,minor,lamp broken,1.6,10481
front_door,moderate,dent,3.97,6923
back_light,minor,scratch,3.99,608
front_bumper,severe,crack,13.0,9411
back_bumper,minor,scratch,9.89,1254
front_light,moderate,crack,20.83,4173
hood,severe,tire flat,2.37,9998
front_bumper,moderate,glass shatter,10.07,12995
front_door,moderate,glass shatter,22.23,19910
front_light,minor,crack,19.49,1992
hood,moderate,glass shatter,24.54,23839
front_glass,severe,tire flat,15.59,15429
back_door,moderate,dent,17.44,5738
back_bumper,moderate,dent,17.1,4297
back_glass,minor,lamp broken,21.61,10070
front_bumper,moderate,crack,2.84,5320
back_door,minor,scratch,18.16,1942
back_door,minor,glass shatter,7.4,9746
back_bumper,minor,crack,19.56,3686
back_door,minor,crack,21.76,4593
hood,severe,crack,8.05,14952
hood,moderate,scratch,2.88,3586
front_light,severe,dent,7.74,4767
front_door,moderate,tire flat,17.74,4921
front_bumper,moderate,dent,15.59,5437
front_light,minor,dent,17.92,1764
front_light,minor,tire flat,16.91,1463
back_glass,moderate,crack,14.94,11048
back_door,moderate,dent,23.47,7377
hood,minor,glass shatter,1.33,12639
hood,minor,scratch,3.82,2252
back_door,minor,dent,13.95,4180
back_glass,severe,crack,17.77,19732
back_bumper,minor,crack,13.03,3527
back_glass,minor,lamp broken,2.94,8864
hood,severe,scratch,24.04,6178
front_bumper,severe,tire flat,23.61,6896
back_door,minor,lamp broken,20.24,7000
hood,minor,tire flat,5.63,3855
back_glass,moderate,dent,12.29,8378
back_door,severe,tire flat,13.91,7325
front_door,moderate,scratch,20.34,3318
back_bumper,minor,dent,2.53,2582
hood,severe,crack,15.57,17045
hood,minor,scratch,10.97,1983
back_glass,severe,lamp broken,14.53,25755
front_bumper,moderate,tire flat,22.19,3508
front_glass,moderate,lamp broken,6.01,19136
hood,moderate,scratch,5.44,3650
back_bumper,moderate,dent,21.34,4290
back_door,moderate,lamp broken,21.78,12258
hood,severe,scratch,24.98,6670
back_glass,minor,glass shatter,15.64,13431
back_light,minor,crack,3.58,1738
hood,moderate,tire flat,4.48,5874
front_bumper,moderate,scratch,14.17,2390
back_light,moderate,crack,17.28,2787
front_glass,moderate,glass shatter,8.44,30451
back_glass,minor,glass shatter,6.75,13232
back_door,minor,lamp broken,11.48,7296
front_glass,minor,lamp broken,2.98,10680
front_light,minor,tire flat,11.36,1401
back_door,minor,glass shatter,7.75,8451
back_door,minor,tire flat,23.49,3384
back_door,minor,dent,5.0,4059
back_light,moderate,tire flat,24.67,2078
back_door,minor,lamp broken,10.64,7493
front_glass,moderate,dent,3.47,11438
front_light,minor,crack,23.28,2081
back_light,minor,crack,19.39,1840
front_light,minor,scratch,2.06,686
back_glass,severe,glass shatter,11.09,38584
back_door,minor,scratch,2.82,1742
back_glass,moderate,dent,6.43,8354
front_light,minor,scratch,2.57,779
hood,moderate,tire flat,1.2,5547
back_glass,moderate,glass shatter,7.87,24535
front_light,moderate,dent,23.51,3117
front_door,minor,dent,12.67,3806
back_light,severe,crack,13.03,4619
front_light,minor,lamp broken,24.19,3525
front_glass,minor,lamp broken,19.05,11955
front_glass,severe,scratch,15.6,8763
