part,severity,damage_type,coverage_percent,cost
front_door,minor,lamp broken,5.08,7423
hood,minor,scratch,12.3,2386
hood,severe,scratch,22.59,6516
back_light,minor,crack,21.91,1842
front_door,minor,crack,8.06,5456
front_light,moderate,dent,15.01,3376
back_door,moderate,glass shatter,13.01,18155
front_glass,minor,lamp broken,2.3,13240
back_glass,minor,scratch,24.69,2785
front_light,minor,scratch,18.18,874
front_light,moderate,crack,5.24,3624
back_bumper,minor,glass shatter,19.27,6335
back_glass,moderate,glass shatter,19.71,20893
front_glass,minor,tire flat,11.3,5448
back_bumper,minor,dent,18.54,3093
front_door,minor,lamp broken,17.24,7795
back_light,moderate,scratch,9.26,961
front_glass,moderate,lamp broken,5.01,22183
front_bumper,minor,crack,13.49,3653
front_glass,severe,tire flat,9.23,16175
front_door,minor,scratch,22.77,2102
back_bumper,minor,scratch,24.64,1144
back_bumper,minor,lamp broken,3.96,4816
back_bumper,moderate,glass shatter,7.14,11152
back_bumper,severe,lamp broken,16.89,13443
back_bumper,moderate,dent,11.0,4247
hood,minor,crack,4.68,6249
back_bumper,minor,crack,3.42,3129
back_glass,moderate,glass shatter,3.52,23078
back_door,minor,crack,3.55,4102
back_light,moderate,crack,24.35,3045
front_glass,minor,crack,14.16,9779
front_light,minor,crack,1.31,1807
back_door,moderate,lamp broken,4.58,9649
hood,moderate,dent,3.43,7444
back_light,severe,glass shatter,8.1,9757
back_door,moderate,scratch,21.45,2844
front_door,moderate,glass shatter,3.28,18122
back_bumper,moderate,dent,16.92,4090
front_door,severe,glass shatter,7.44,29387
front_door,minor,crack,10.62,5686
front_bumper,moderate,glass shatter,12.48,12297
back_glass,minor,dent,18.43,6233
back_glass,minor,dent,15.18,5859
front_light,moderate,scratch,19.7,1401
back_glass,severe,glass shatter,3.71,33848
back_bumper,minor,dent,8.54,2765
hood,moderate,tire flat,14.56,7489
front_door,minor,lamp broken,17.81,6649
back_light,minor,glass shatter,17.23,3730
hood,minor,lamp broken,16.44,8186
front_light,moderate,glass shatter,2.8,7188
back_light,severe,crack,2.21,4212
front_glass,moderate,glass shatter,2.89,28369
front_light,moderate,dent,11.73,2617
front_light,moderate,tire flat,3.46,2144
hood,minor,lamp broken,3.18,8797
front_bumper,moderate,lamp broken,16.71,8814
front_door,moderate,crack,20.6,9625
front_door,moderate,lamp broken,15.4,13208
front_door,minor,tire flat,3.34,3221
back_bumper,minor,crack,16.21,3595
hood,minor,lamp broken,3.55,9542
front_light,moderate,scratch,18.82,1316
front_bumper,minor,lamp broken,3.9,5557
back_light,moderate,glass shatter,5.57,5800
front_glass,severe,dent,21.1,20185
front_light,moderate,glass shatter,23.95,7111
front_light,minor,dent,2.17,1900
front_light,moderate,lamp broken,22.84,5816
back_glass,moderate,tire flat,3.49,6905
front_door,moderate,lamp broken,11.05,12559
back_light,minor,crack,9.23,1671
back_glass,minor,scratch,17.8,2598
front_bumper,minor,tire flat,8.53,2410
hood,minor,tire flat,6.03,4024
front_door,minor,tire flat,18.05,3758
back_glass,minor,lamp broken,16.29,10213
front_door,minor,lamp broken,14.7,7792
front_glass,moderate,tire flat,21.19,8972
front_glass,minor,dent,1.61,6033
back_bumper,minor,scratch,19.85,1395
front_bumper,moderate,scratch,17.57,2107
hood,minor,dent,11.86,5177
hood,moderate,scratch,14.47,3468
front_bumper,moderate,tire flat,23.24,3892
front_door,minor,lamp broken,18.85,6918
front_light,severe,scratch,17.91,2247
hood,moderate,tire flat,19.63,7640
front_bumper,minor,glass shatter,17.38,7020
back_glass,minor,tire flat,10.05,4003
hood,minor,crack,15.02,5768
front_door,moderate,glass shatter,4.72,15262
front_door,minor,lamp broken,23.38,7991
front_bumper,moderate,glass shatter,14.2,11107
front_door,minor,lamp broken,5.41,6214
hood,minor,scratch,13.89,1980
back_light,moderate,scratch,8.95,1011
hood,severe,glass shatter,20.77,40548
back_bumper,moderate,dent,11.7,4935
back_light,moderate,dent,8.7,2711
back_door,minor,glass shatter,18.38,8691
hood,minor,crack,13.21,6136
front_bumper,minor,tire flat,13.33,2608
back_glass,minor,lamp broken,16.05,8803
back_light,minor,tire flat,3.49,1112
front_glass,moderate,tire flat,2.73,9245
back_bumper,moderate,glass shatter,1.91,9424
back_glass,moderate,crack,14.8,10082
front_bumper,minor,glass shatter,16.13,7530
back_bumper,moderate,glass shatter,13.84,11867
back_door,moderate,tire flat,17.82,4468
hood,minor,dent,17.46,5299
front_bumper,minor,glass shatter,20.73,6771
back_glass,minor,lamp broken,18.92,10583
hood,severe,crack,4.46,16565
front_door,moderate,dent,14.32,6190
back_bumper,moderate,lamp broken,13.89,8963
front_bumper,moderate,scratch,22.69,2189
front_glass,moderate,tire flat,4.42,8029
front_bumper,minor,scratch,17.1,1367
back_bumper,minor,lamp broken,14.19,4474
back_door,minor,crack,18.41,4807
front_door,minor,crack,16.73,4555
back_door,minor,scratch,11.82,1759
front_bumper,moderate,tire flat,14.57,3714
front_door,minor,glass shatter,8.52,11236
front_glass,moderate,crack,4.22,14824
front_light,minor,glass shatter,19.59,4664
back_door,moderate,scratch,2.97,2544
back_glass,minor,lamp broken,18.61,10086
back_door,moderate,dent,16.16,7105
front_glass,minor,lamp broken,1.88,11142
hood,moderate,glass shatter,4.57,19951
front_bumper,minor,scratch,13.25,1278
hood,moderate,dent,21.35,9499
back_glass,minor,lamp broken,4.82,9289
back_glass,moderate,tire flat,23.54,6281
front_light,minor,scratch,9.87,674
back_light,severe,lamp broken,9.67,6849
front_light,minor,dent,16.56,1597
hood,moderate,tire flat,21.04,6306
hood,minor,lamp broken,16.69,8748
back_door,minor,lamp broken,24.34,6627
front_glass,moderate,crack,9.28,15439
back_bumper,moderate,lamp broken,11.56,7227
hood,minor,tire flat,4.61,3386
back_door,minor,tire flat,20.47,3298
front_light,minor,tire flat,6.06,1205
front_glass,minor,dent,4.07,6993
back_glass,minor,tire flat,22.38,3883
back_glass,severe,crack,13.4,16928
back_bumper,moderate,tire flat,20.71,4046
back_light,moderate,glass shatter,12.31,6253
back_light,moderate,glass shatter,20.07,7125
back_glass,moderate,lamp broken,7.35,16381
front_door,moderate,glass shatter,2.65,16206
back_glass,minor,dent,13.55,5982
front_glass,moderate,scratch,5.26,5667
back_bumper,minor,lamp broken,3.82,4511
back_glass,minor,lamp broken,1.03,10085
front_glass,minor,lamp broken,22.0,13929
front_glass,severe,scratch,12.57,9065
front_door,moderate,lamp broken,22.79,14112
back_door,minor,glass shatter,12.45,9049
back_door,moderate,crack,14.05,7325
back_bumper,moderate,tire flat,1.17,3284
hood,minor,dent,5.93,5299
front_glass,minor,crack,11.23,8829
front_bumper,minor,lamp broken,9.78,4846
front_glass,minor,scratch,19.81,3243
front_door,moderate,lamp broken,7.09,11272
front_door,minor,tire flat,4.31,3421
back_door,minor,tire flat,19.79,3494
back_door,minor,scratch,19.87,1921
back_bumper,minor,scratch,16.26,1309
back_glass,severe,glass shatter,11.45,31487
back_light,minor,crack,1.91,1657
front_glass,moderate,lamp broken,7.88,23330
back_bumper,moderate,scratch,11.54,1790
hood,minor,crack,19.82,6370
back_light,minor,lamp broken,1.87,2305
back_bumper,minor,scratch,7.62,1120
front_glass,moderate,glass shatter,13.43,32430
back_door,minor,dent,18.43,4016
front_door,severe,crack,7.64,13582
back_light,severe,glass shatter,14.8,9469
front_glass,minor,lamp broken,2.74,11307
back_door,severe,lamp broken,22.03,20762
front_bumper,minor,tire flat,10.05,2260
back_light,severe,crack,12.01,4749
back_bumper,minor,glass shatter,2.62,6732
back_light,moderate,tire flat,20.2,1933
front_door,minor,lamp broken,17.82,7018
front_bumper,minor,dent,18.97,2904
hood,minor,scratch,9.48,2453
front_bumper,severe,scratch,17.39,4010
front_light,minor,tire flat,18.65,1572
back_light,minor,scratch,6.99,661
back_glass,minor,dent,2.88,5751
front_light,minor,lamp broken,21.57,3724
front_light,moderate,crack,12.82,4128
front_bumper,minor,glass shatter,19.34,7819
front_glass,moderate,scratch,4.08,5082
front_glass,severe,glass shatter,1.78,43848
back_glass,severe,glass shatter,17.76,36710
back_bumper,moderate,dent,10.11,3872
front_door,moderate,lamp broken,5.49,11033
front_bumper,severe,glass shatter,9.23,18001
front_glass,minor,scratch,19.05,3121
front_glass,minor,crack,14.71,9980
back_light,moderate,dent,20.3,2593
front_glass,minor,scratch,24.02,2983
back_bumper,minor,scratch,4.23,1266
hood,moderate,lamp broken,19.85,14501
hood,minor,lamp broken,3.38,7708
back_light,minor,crack,16.12,1809
front_door,minor,crack,14.45,5744
front_bumper,minor,crack,3.91,3836
back_light,moderate,lamp broken,16.58,4038
front_bumper,minor,crack,13.25,3914
front_light,minor,dent,7.88,1800
back_glass,moderate,scratch,23.29,4045
front_glass,minor,dent,9.25,6603
front_bumper,minor,tire flat,16.47,2185
front_light,moderate,crack,13.5,3575
back_glass,moderate,scratch,4.0,3489
front_bumper,moderate,tire flat,2.92,3302
back_door,minor,dent,22.09,4071
back_bumper,minor,glass shatter,24.9,6362
back_glass,moderate,dent,22.25,8756
back_light,minor,tire flat,16.04,1042
back_glass,minor,dent,9.56,5879
front_light,severe,glass shatter,13.97,11359
front_light,severe,scratch,17.74,1950
front_light,moderate,tire flat,22.06,2356
hood,severe,crack,12.56,15074
back_door,minor,glass shatter,10.89,8765
back_bumper,minor,dent,19.2,2452
front_bumper,minor,glass shatter,17.51,7711
front_light,minor,crack,11.33,2024
back_light,minor,dent,5.53,1588
front_glass,minor,glass shatter,18.16,19396
front_glass,minor,scratch,11.13,2893
front_bumper,moderate,crack,13.77,5647
back_light,minor,dent,7.95,1503
front_light,moderate,crack,12.81,3427
back_glass,severe,dent,1.53,15301
front_bumper,minor,crack,11.52,3079
back_door,minor,scratch,6.21,1618
front_light,minor,crack,19.99,2132
back_glass,minor,dent,10.42,5332
back_glass,moderate,scratch,7.0,3705
back_bumper,severe,dent,18.15,7035
front_light,moderate,scratch,1.8,1232
back_door,moderate,lamp broken,6.0,10677
front_bumper,minor,crack,18.48,3977
hood,minor,lamp broken,12.55,8408
front_door,moderate,dent,6.23,5936
front_glass,minor,crack,20.07,9197
front_glass,minor,scratch,2.01,3243
front_light,moderate,tire flat,9.91,1998
back_glass,minor,glass shatter,15.85,15538
back_bumper,minor,dent,4.69,2588
back_door,minor,scratch,8.6,1704
front_door,moderate,glass shatter,1.51,16113
back_glass,moderate,crack,12.65,10644
front_bumper,moderate,lamp broken,5.55,7695
front_door,moderate,crack,7.61,9027
hood,minor,scratch,4.72,2022
front_bumper,minor,lamp broken,1.02,5168
front_glass,minor,tire flat,1.45,5772
back_light,moderate,crack,16.8,3105
front_glass,minor,scratch,12.94,3205
front_bumper,minor,crack,8.73,3130
back_door,moderate,dent,4.11,6818
back_light,minor,dent,3.37,1443
front_glass,minor,tire flat,15.98,5753
back_bumper,minor,crack,18.23,2864
back_light,minor,tire flat,22.35,1055
back_bumper,moderate,crack,23.52,5558
front_door,minor,tire flat,15.81,3295
back_door,minor,crack,6.18,4581
back_door,minor,tire flat,10.25,2691
back_light,moderate,lamp broken,5.29,4535
front_glass,minor,tire flat,16.33,5382
front_light,moderate,tire flat,22.19,2169
back_glass,minor,lamp broken,9.1,8377
front_light,severe,crack,14.2,6667
front_door,moderate,glass shatter,11.33,18675
back_light,minor,lamp broken,10.0,2633
front_bumper,severe,crack,11.74,9308
back_bumper,moderate,crack,13.42,6222
front_bumper,minor,dent,6.33,3166
back_bumper,moderate,tire flat,23.06,3630
back_glass,minor,dent,9.54,4692
front_door,minor,lamp broken,7.15,6752
front_glass,severe,lamp broken,18.62,36839
front_light,minor,scratch,22.58,874
back_door,moderate,lamp broken,1.9,11784
front_glass,moderate,dent,23.12,11811
front_glass,severe,glass shatter,3.89,50021
back_bumper,moderate,tire flat,10.18,3215
back_bumper,minor,crack,4.59,3131
back_light,minor,scratch,18.56,654
front_light,moderate,lamp broken,3.16,4922
front_glass,minor,scratch,2.98,3073
back_bumper,minor,lamp broken,3.04,4519
back_glass,minor,scratch,5.75,2218
back_light,moderate,lamp broken,18.66,4171
back_door,moderate,crack,8.76,8636
back_door,moderate,dent,11.16,6080
front_door,moderate,crack,1.58,7539
front_door,moderate,lamp broken,20.27,13161
front_light,severe,dent,6.6,4844
back_glass,moderate,tire flat,3.7,5751
back_glass,minor,crack,17.65,5904
front_light,minor,glass shatter,6.02,4441
back_light,minor,lamp broken,7.21,2548
back_glass,moderate,tire flat,1.44,6693
hood,minor,dent,2.44,4368
front_bumper,minor,dent,23.68,2717
front_bumper,moderate,tire flat,16.84,4323
back_bumper,moderate,crack,16.59,5089
front_glass,severe,lamp broken,3.39,30448
hood,minor,dent,13.02,4973
back_bumper,minor,dent,13.71,2544
front_glass,minor,tire flat,9.32,5198
front_bumper,severe,scratch,24.49,3458
back_bumper,minor,tire flat,10.29,2344
back_bumper,severe,lamp broken,6.41,11681
front_glass,minor,tire flat,18.52,5706
back_light,minor,glass shatter,4.67,4134
front_door,minor,glass shatter,5.96,9167
hood,moderate,tire flat,21.7,6415
hood,minor,scratch,22.82,2525
back_glass,minor,crack,13.79,6958
back_glass,moderate,crack,4.49,8997
front_door,severe,glass shatter,8.28,29607
front_bumper,moderate,scratch,3.56,1904
front_bumper,moderate,lamp broken,6.54,7845
back_bumper,minor,crack,19.72,3002
front_light,moderate,tire flat,5.42,2148
front_light,minor,scratch,6.43,745
back_bumper,severe,crack,6.34,8836
back_light,minor,scratch,23.25,787
front_light,minor,tire flat,11.98,1274
front_glass,moderate,dent,20.78,13067
front_glass,severe,lamp broken,14.73,34329
back_bumper,minor,lamp broken,11.97,5234
back_light,minor,lamp broken,24.61,2403
front_glass,moderate,lamp broken,24.1,20157
front_light,moderate,glass shatter,19.57,7315
back_glass,minor,glass shatter,23.06,15056
back_glass,moderate,glass shatter,11.84,24047
back_door,moderate,scratch,23.51,3163
back_glass,minor,glass shatter,11.82,12281
back_light,minor,glass shatter,8.78,3870
back_glass,moderate,tire flat,3.19,6988
front_door,minor,dent,10.22,4439
hood,severe,lamp broken,10.09,22724
back_glass,moderate,crack,16.83,9928
back_glass,moderate,scratch,2.23,3539
front_light,moderate,crack,3.82,3092
back_light,moderate,dent,7.07,2370
front_light,moderate,lamp broken,15.59,5319
back_light,moderate,lamp broken,11.89,4291
back_bumper,moderate,scratch,7.67,1997
back_light,minor,dent,2.32,1344
back_glass,moderate,dent,21.11,8682
back_door,minor,dent,24.85,3663
front_bumper,moderate,lamp broken,17.8,9162
hood,severe,scratch,18.98,5885
back_bumper,moderate,dent,8.75,4858
back_door,moderate,glass shatter,2.56,15463
back_door,moderate,tire flat,8.9,4772
back_light,minor,tire flat,2.4,1117
hood,minor,dent,17.53,5791
front_bumper,moderate,glass shatter,8.6,12445
front_door,moderate,scratch,12.91,3275
front_light,moderate,glass shatter,22.21,7281
front_bumper,minor,scratch,1.58,1291
back_door,moderate,tire flat,20.19,5909
front_glass,minor,dent,14.45,7443
back_bumper,minor,tire flat,7.76,2193
front_bumper,minor,crack,8.77,3037
front_door,minor,crack,14.65,5791
back_glass,minor,scratch,9.11,2442
front_light,moderate,dent,12.56,3065
hood,minor,crack,20.54,7165
back_bumper,minor,lamp broken,18.4,4597
hood,minor,dent,17.45,5588
front_door,severe,dent,7.73,9311
front_glass,minor,tire flat,4.98,5484
back_glass,minor,lamp broken,19.78,9233
front_door,minor,tire flat,10.93,3190
back_light,minor,crack,23.82,1744
front_bumper,minor,scratch,19.84,1468
back_door,minor,glass shatter,20.18,11371
back_glass,minor,scratch,12.6,2622
front_bumper,minor,crack,21.92,4125
hood,severe,tire flat,5.92,8733
front_glass,moderate,tire flat,3.78,8330
back_bumper,moderate,tire flat,21.93,3425
back_bumper,minor,dent,16.82,2565
front_bumper,moderate,tire flat,8.7,3424
front_bumper,minor,lamp broken,11.59,4648
back_glass,minor,scratch,1.37,2320
hood,minor,dent,9.41,4688
back_glass,moderate,tire flat,14.78,6301
front_bumper,moderate,lamp broken,13.97,7661
back_bumper,severe,glass shatter,2.21,16660
back_door,minor,glass shatter,17.91,11213
front_light,minor,lamp broken,8.98,2827
hood,severe,dent,19.14,13675
back_glass,moderate,dent,23.07,9219
front_light,moderate,crack,18.05,3668
back_light,minor,scratch,22.5,639
front_door,minor,glass shatter,23.01,10546
front_door,minor,glass shatter,2.57,8941
front_light,moderate,glass shatter,7.77,7057
back_glass,minor,lamp broken,20.62,10665
front_door,moderate,lamp broken,20.02,12811
front_glass,minor,lamp broken,15.9,12987
front_light,minor,glass shatter,6.0,4640
front_glass,moderate,glass shatter,9.21,31418
back_glass,moderate,tire flat,18.74,7535
front_light,moderate,dent,12.11,2996
front_light,minor,scratch,10.74,803
front_glass,minor,crack,16.84,7789
back_glass,severe,lamp broken,16.27,21925
back_glass,minor,tire flat,13.75,4027
front_light,minor,scratch,22.06,775
front_bumper,moderate,glass shatter,22.96,15090
back_bumper,severe,lamp broken,10.7,11144
front_bumper,minor,dent,14.17,2590
hood,minor,crack,7.77,5183
front_glass,moderate,tire flat,16.01,9920
front_glass,minor,glass shatter,6.07,15902
back_glass,moderate,scratch,21.24,3934
front_glass,minor,scratch,21.95,2932
back_bumper,moderate,dent,4.46,4742
front_glass,minor,scratch,16.41,3131
front_light,moderate,tire flat,11.22,2071
hood,moderate,glass shatter,11.8,20425
back_glass,moderate,glass shatter,14.87,25219
back_light,minor,tire flat,10.86,1155
front_door,severe,dent,14.64,11807
back_door,minor,lamp broken,17.57,6262
hood,minor,crack,2.88,6527
back_door,minor,scratch,18.8,1993
back_door,moderate,tire flat,20.15,4876
back_bumper,minor,crack,1.26,3037
front_light,moderate,lamp broken,11.1,5918
front_bumper,minor,crack,17.68,3804
front_bumper,moderate,tire flat,7.25,3876
back_glass,minor,lamp broken,24.77,10901
back_bumper,minor,crack,4.04,2736
front_bumper,minor,crack,7.74,3898
back_bumper,minor,tire flat,5.19,2050
back_glass,minor,tire flat,20.39,3991
back_light,minor,glass shatter,13.66,3279
back_door,moderate,scratch,20.72,3246
front_glass,minor,glass shatter,11.56,18765
back_light,moderate,lamp broken,9.28,4489
